[ 2019-07-02T08:04:19+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:27:43+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T10:27:43+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:27:43+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.017000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:28:48+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:32:33+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.003000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.016000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:01+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.000000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.012000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:35:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Use of undefined constant Member - assumed 'Member' IndexAction.class.php 第 9 行.
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | SQL: SHOW COLUMNS FROM `t_member` [ RunTime:0.004000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT COUNT(*) AS tp_count FROM `t_member` LIMIT 1   [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | SQL: SELECT `memName`,`memSex`,`memAddr`,`memHealth`,`memIdCard`,`memTel`,`memRegisteDate` FROM `t_member` ORDER BY memId desc  [ RunTime:0.000000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: title 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 5 行.
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | NOTIC: [8] Undefined variable: username 4c18d5952d0dbf1eedb8a1ec796fa788.php 第 34 行.
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.013000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2019-07-02T10:36:51+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2019-07-02T10:41:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2019-07-02T10:41:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2019-07-02T10:41:47+08:00 ] /abcTest/admin.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
